dateTime,Tair
2017-01-01T00:00:00Z,274.9499816894531
2017-01-01T01:00:00Z,275.04998779296875
2017-01-01T02:00:00Z,275.1399841308594
2017-01-01T03:00:00Z,275.239990234375
2017-01-01T04:00:00Z,275.2900085449219
2017-01-01T05:00:00Z,275.3399963378906
2017-01-01T06:00:00Z,275.3899841308594
2017-01-01T07:00:00Z,275.2099914550781
2017-01-01T08:00:00Z,275.0400085449219
2017-01-01T09:00:00Z,274.8599853515625
2017-01-01T10:00:00Z,274.5099792480469
2017-01-01T11:00:00Z,274.16998291015625
2017-01-01T12:00:00Z,273.82000732421875
2017-01-01T13:00:00Z,274.6600036621094
2017-01-01T14:00:00Z,275.5099792480469
2017-01-01T15:00:00Z,276.3500061035156
2017-01-01T16:00:00Z,276.2200012207031
2017-01-01T17:00:00Z,276.0899963378906
2017-01-01T18:00:00Z,275.9599914550781
2017-01-01T19:00:00Z,275.6000061035156
2017-01-01T20:00:00Z,275.239990234375
2017-01-01T21:00:00Z,274.8800048828125
2017-01-01T22:00:00Z,274.3800048828125
2017-01-01T23:00:00Z,273.8800048828125
