dateTime,Wind_E
2017-01-01T00:00:00Z,2.379999876022339
2017-01-01T01:00:00Z,2.2300000190734863
2017-01-01T02:00:00Z,2.0799999237060547
2017-01-01T03:00:00Z,1.9299999475479126
2017-01-01T04:00:00Z,2.8999998569488525
2017-01-01T05:00:00Z,3.879999876022339
2017-01-01T06:00:00Z,4.849999904632568
2017-01-01T07:00:00Z,4.839999675750732
2017-01-01T08:00:00Z,4.829999923706055
2017-01-01T09:00:00Z,4.829999923706055
2017-01-01T10:00:00Z,5.25
2017-01-01T11:00:00Z,5.670000076293945
2017-01-01T12:00:00Z,6.099999904632568
2017-01-01T13:00:00Z,5.029999732971191
2017-01-01T14:00:00Z,3.9599997997283936
2017-01-01T15:00:00Z,2.8999998569488525
2017-01-01T16:00:00Z,3.1999998092651367
2017-01-01T17:00:00Z,3.490000009536743
2017-01-01T18:00:00Z,3.7899999618530273
2017-01-01T19:00:00Z,3.0799999237060547
2017-01-01T20:00:00Z,2.369999885559082
2017-01-01T21:00:00Z,1.649999976158142
2017-01-01T22:00:00Z,1.75
2017-01-01T23:00:00Z,1.8499999046325684
