time,AirTemp,ShortWave,LongWave,RelHum,WindSpeed,Rain,Snow
2022-12-31 17:00:00,-5.310003662109352,0,252.4900054931641,85.32570567959914,2.74169646612938,0,0.02746079921722412
2022-12-31 18:00:00,-5.609991455078102,0,252.4600067138672,84.4806742726616,2.6482069291204726,0,0.012321600437164307
2022-12-31 19:00:00,-5.910009765624977,0,252.42999267578125,83.55684600060195,2.6699250806162746,0,0.01706879997253418
2022-12-31 20:00:00,-6.209997558593727,0,258.7699890136719,82.55054002607116,2.7920064306567665,0,0.013192800521850586
2022-12-31 21:00:00,-6.310003662109352,0,258.7699890136719,83.33223932729057,2.873116755495489,0,0.009451199769973755
2022-12-31 22:00:00,-6.419989013671852,0,258.760009765625,84.18308125919434,3.019735040725681,0,0.007608000040054321
2022-12-31 23:00:00,-6.519995117187477,0,265.2699890136719,84.9775904249164,3.208769138065119,0,0.008071199655532837
2023-01-01 00:00:00,-6.540014648437477,0,265.2699890136719,85.20219148117296,3.842004646644483,0,0.0063575999736785885
2023-01-01 01:00:00,-6.560003662109352,0,265.2699890136719,85.42991438313044,4.495697733835507,0,0.0053183999061584475
2023-01-01 02:00:00,-6.579992675781227,0,257.32000732421875,85.65807430218132,5.16056208091126,0,0.00979199981689453
2023-01-01 03:00:00,-6.690008544921852,0,257.30999755859375,86.17390211387391,5.565869393557675,0,0.014107200622558594
2023-01-01 04:00:00,-6.799993896484352,0,257.29998779296875,86.69003553376743,5.982641593382934,0,0.016792799949645994
2023-01-01 05:00:00,-6.910009765624977,0,250.41000366210935,87.21288166027495,6.400101448253418,0,0.016279200553894042
2023-01-01 06:00:00,-7.410009765624977,0,250.36000061035156,87.73203816032377,6.66012754660409,0,0.04901759719848633
2023-01-01 07:00:00,-7.910009765624977,0,250.32000732421875,88.16578888241467,6.950798713729891,0,0.054216001510620115
2023-01-01 08:00:00,-8.399999999999977,56.59600067138672,248.77999877929688,88.44600046887771,7.2596762889555295,0,0.06363599967956543
2023-01-01 09:00:00,-7.250006103515602,158.3679962158203,248.8800048828125,86.86315871859752,7.058682649999412,0,0.040336798667907715
2023-01-01 10:00:00,-6.100012207031227,237.47300720214844,248.97000122070313,85.00239312059632,6.905541179478683,0,0.026004000663757323
2023-01-01 11:00:00,-4.949987792968727,299.67999267578125,237.61000061035156,82.92883906740714,6.787083355390772,0,0.009604800224304199
2023-01-01 12:00:00,-4.929998779296852,324.7040100097656,237.61000061035156,83.77639712011907,5.524897972131505,0,0.005834400057792664
2023-01-01 13:00:00,-4.919989013671852,313.0889892578125,237.6199951171875,84.6868080815663,4.479732171598662,0,0.005834400057792664
2023-01-01 14:00:00,-4.899999999999977,237.572998046875,271.6300048828125,85.53000413073946,3.8275841454164703,0,0.005834400057792664
2023-01-01 15:00:00,-5.380010986328102,166.90699768066406,271.5899963378906,87.12735499956943,3.4893694856502067,0,0.005834400057792664
2023-01-01 16:00:00,-5.859991455078102,73.55500030517578,271.5400085449219,88.74216272332849,3.1595727580706505,0,0.005834400057792664
2023-01-01 17:00:00,-6.340002441406227,0,264.9599914550781,90.36812914245775,2.8431146115934873,0,0.005834400057792664
2023-01-01 18:00:00,-6.320013427734352,0,264.9599914550781,89.4986445544174,2.87336045225479,0,0
2023-01-01 19:00:00,-6.310003662109352,0,264.9599914550781,88.70296942950408,2.9094673013028065,0,0
2023-01-01 20:00:00,-6.299993896484352,0,264.3299865722656,87.90637939481236,2.9445712200639145,0,0
2023-01-01 21:00:00,-6.720007324218727,0,264.2900085449219,89.00877488586805,2.8125612187822506,0,4.0800000540912e-5
2023-01-01 22:00:00,-7.149999999999977,0,264.260009765625,90.17411964805467,2.6839150584917424,0,0
2023-01-01 23:00:00,-7.570013427734352,0,260.1199951171875,91.26278440784505,2.5670215714012317,0,0.0069504003524780275
2023-01-02 00:00:00,-7.929998779296852,0,260.0899963378906,90.99349130025222,3.43209835754684,0,0.02619360065460205
2023-01-02 01:00:00,-8.290014648437477,0,260.04998779296875,90.6514306413257,4.29507864670251,0,0.02009760046005249
2023-01-02 02:00:00,-8.649999999999977,0,252.2400054931641,90.23180575568018,5.159234654181894,0,0.053604000091552736
2023-01-02 03:00:00,-9.410009765624977,0,252.1699981689453,90.9021056150393,4.388371024081593,0,0.03186480045318604
2023-01-02 04:00:00,-10.169989013671852,0,252.11000061035156,91.36344733843383,3.62491385521969,0,0.0017328000068664552
2023-01-02 05:00:00,-10.929998779296852,0,233.5500030517578,91.59357035733598,2.8872998661191205,0,0.0017328000068664552
2023-01-02 06:00:00,-11.199987792968727,0,233.52999877929688,91.9155729518899,2.660920933365562,0,9.071999788284302e-4
2023-01-02 07:00:00,-11.479986572265602,0,233.5099945068359,92.29032036874436,2.442007426295131,0,7.199999839067457e-4
2023-01-02 08:00:00,-11.750006103515602,58.15700149536133,226.72000122070313,92.56947768428928,2.2255111770640608,0,5.279999971389771e-4
2023-01-02 09:00:00,-10.320013427734352,163.17599487304688,226.8300018310547,90.4991656312371,2.5328442223296146,0,5.256000012159346e-4
