time,AirTemp,ShortWave,LongWave,RelHum,WindSpeed,Rain,Snow
2023-12-31 19:00:00,-12.639990234374977,0,185.38999938964844,90.0091635496754,2.168155881563365,0,0
2023-12-31 20:00:00,-12.910009765624977,0,185.38999938964844,90.5101205791042,2.4334748384034324,0,0
2023-12-31 21:00:00,-13.190008544921852,0,185.38999938964844,91.07674944070385,2.7224987901557083,0,0
2023-12-31 22:00:00,-13.470007324218727,0,189.2899932861328,91.6214488234805,3.0320950030588536,0,0
2023-12-31 23:00:00,-13.459997558593727,0,189.2899932861328,91.257039142473,3.4223091397453156,0,0
2024-01-01,-13.459997558593727,0,189.2899932861328,90.96756863208222,3.8059559528039135,0,0
2024-01-01 01:00:00,-13.459997558593727,0,204.05999755859375,90.67119490605856,4.204759258223556,0,0
2024-01-01 02:00:00,-13.359991455078102,0,204.05999755859375,92.31638214658247,4.360733969356004,0,0
2024-01-01 03:00:00,-13.250006103515602,0,204.05999755859375,93.84464458448272,4.520177111742527,0,0
2024-01-01 04:00:00,-13.149999999999977,0,196.4499969482422,95.42213765281237,4.6745373860315835,0,0
2024-01-01 05:00:00,-13.259985351562477,0,196.4499969482422,95.47348335294454,4.74773647575146,0,0
2024-01-01 06:00:00,-13.370001220703102,0,196.4499969482422,95.52714022150997,4.825349503147928,0,0
2024-01-01 07:00:00,-13.489996337890602,0,183.3000030517578,95.64646213344274,4.923951767183977,0,0
2024-01-01 08:00:00,-13.419989013671852,0,183.3000030517578,95.10325345302,5.322029518845508,0,0
2024-01-01 09:00:00,-13.359991455078102,0,183.3000030517578,94.63319982136582,5.721232369720586,0,0
2024-01-01 10:00:00,-13.299993896484352,84.26799774169922,190.47000122070312,94.17262731863768,6.121339859617414,0,0
2024-01-01 11:00:00,-11.280004882812477,182.97900390625,190.47999572753903,92.95619948666767,6.360282920626553,0,0
2024-01-01 12:00:00,-9.259985351562477,249.86599731445312,190.47999572753903,90.22526809444712,6.609818335040777,0,0
2024-01-01 13:00:00,-7.239996337890602,287.9739990234375,193.3000030517578,86.49147945783574,6.860961885329446,0,0
2024-01-01 14:00:00,-6.709997558593727,277.9549865722656,193.3000030517578,87.03256835680507,6.9321354201946495,0,0
2024-01-01 15:00:00,-6.179998779296852,231.14700317382812,193.3000030517578,87.40532088586787,7.003213586208665,0,0
2024-01-01 16:00:00,-5.660009765624977,109.677001953125,198.4499969482422,87.68672370150766,7.082407652659858,0,0
2024-01-01 17:00:00,-6.269995117187477,26.99799919128418,198.4499969482422,88.91493390526517,6.8103596951947285,0,0
2024-01-01 18:00:00,-6.880010986328102,0,198.4499969482422,90.08022593297962,6.629215894652587,0,0
2024-01-01 19:00:00,-7.489996337890602,0,201.6999969482422,91.16755056240711,6.5452576883060445,0,0
2024-01-01 20:00:00,-8.229986572265602,0,201.6999969482422,92.90658629287442,5.856150654832571,0,0
2024-01-01 21:00:00,-8.970007324218727,0,201.6999969482422,94.57048762570471,5.190857224204537,0,0
2024-01-01 22:00:00,-9.699987792968727,0,202.17999267578125,96.06615826632913,4.561633606678133,0,0
2024-01-01 23:00:00,-10.229986572265602,0,202.17999267578125,96.59700074461676,4.260716137039324,0,0
2024-01-02,-10.769995117187477,0,202.17999267578125,97.09483390287718,4.034216202060961,0,0
2024-01-02 01:00:00,-11.299993896484352,0,270.29998779296875,97.39369158976218,3.8946374433634383,0,0
2024-01-02 02:00:00,-10.609991455078102,0,270.30999755859375,96.39013859971983,3.9455925855025717,0,0.0033983999490737916
2024-01-02 03:00:00,-9.919989013671852,0,270.30999755859375,95.25425345760573,4.163472211899651,0,0.0033983999490737916
2024-01-02 04:00:00,-9.239996337890602,0,283.239990234375,94.07328888182737,4.5465701738356135,0,0.0033983999490737916
2024-01-02 05:00:00,-8.859991455078102,0,283.239990234375,93.95144455321832,4.676152301859855,0,6.431999802589415e-4
2024-01-02 06:00:00,-8.489996337890602,0,283.239990234375,93.83978621673553,4.811496688690998,0,6.431999802589415e-4
2024-01-02 07:00:00,-8.120001220703102,0,280.25,93.67306572732616,4.966145418661254,0,6.431999802589415e-4
2024-01-02 08:00:00,-7.859991455078102,0,280.25,93.73667851483528,4.880010360312019,0,0.0011472000181674956
2024-01-02 09:00:00,-7.609991455078102,0,280.25,93.83851001541234,4.788454733806794,0,0.0011472000181674956
2024-01-02 10:00:00,-7.350012207031227,48.8849983215332,279.0799865722656,93.83458365752502,4.711528355529822,0,0.0011472000181674956
2024-01-02 11:00:00,-6.880010986328102,106.10299682617188,279.0799865722656,93.47325927736942,4.759180497581511,0,7.104000002145765e-4
2024-01-02 12:00:00,-6.399999999999977,144.93899536132812,279.0799865722656,92.95885531112698,4.809168369288726,0,7.104000002145765e-4
2024-01-02 13:00:00,-5.919989013671852,200.9889984130859,276.30999755859375,92.37112863012136,4.851030820255989,0,7.104000002145765e-4
2024-01-02 14:00:00,-5.780004882812477,194.2209930419922,276.30999755859375,91.53665906413448,4.958679231562283,0,2.0159999281167985e-4
2024-01-02 15:00:00,-5.649999999999977,161.86199951171875,276.30999755859375,90.78376593557985,5.08709156440125,0,2.0159999281167985e-4
2024-01-02 16:00:00,-5.509985351562477,93.71600341796876,268.3699951171875,89.9653730513553,5.248018897409264,0,2.0159999281167985e-4
