dateTime,Wind_N
2024-01-01T00:00:00Z,-0.7400000095367432
2024-01-01T01:00:00Z,-0.8600000143051147
2024-01-01T02:00:00Z,-0.9900000095367432
2024-01-01T03:00:00Z,-1.1200000047683716
2024-01-01T04:00:00Z,-0.8299999833106995
2024-01-01T05:00:00Z,-0.5400000214576721
2024-01-01T06:00:00Z,-0.25
2024-01-01T07:00:00Z,-0.20999999344348907
2024-01-01T08:00:00Z,-0.18000000715255737
2024-01-01T09:00:00Z,-0.14000000059604645
2024-01-01T10:00:00Z,-0.4000000059604645
2024-01-01T11:00:00Z,-0.6499999761581421
2024-01-01T12:00:00Z,-0.9100000262260437
2024-01-01T13:00:00Z,-0.8500000238418579
2024-01-01T14:00:00Z,-0.7799999713897705
2024-01-01T15:00:00Z,-0.7200000286102295
2024-01-01T16:00:00Z,-0.44999998807907104
2024-01-01T17:00:00Z,-0.17000000178813934
2024-01-01T18:00:00Z,0.10999999940395355
2024-01-01T19:00:00Z,-0.28999999165534973
2024-01-01T20:00:00Z,-0.699999988079071
2024-01-01T21:00:00Z,-1.1100000143051147
2024-01-01T22:00:00Z,-1.3700000047683716
2024-01-01T23:00:00Z,-1.6399999856948853
2024-01-02T00:00:00Z,-1.899999976158142
2024-01-02T01:00:00Z,-1.7400000095367432
2024-01-02T02:00:00Z,-1.5800000429153442
2024-01-02T03:00:00Z,-1.4199999570846558
2024-01-02T04:00:00Z,-1.0099999904632568
2024-01-02T05:00:00Z,-0.6000000238418579
2024-01-02T06:00:00Z,-0.20000000298023224
2024-01-02T07:00:00Z,-0.28999999165534973
2024-01-02T08:00:00Z,-0.38999998569488525
2024-01-02T09:00:00Z,-0.49000000953674316
2024-01-02T10:00:00Z,-0.6899999976158142
2024-01-02T11:00:00Z,-0.8999999761581421
2024-01-02T12:00:00Z,-1.100000023841858
2024-01-02T13:00:00Z,-0.8399999737739563
2024-01-02T14:00:00Z,-0.5699999928474426
2024-01-02T15:00:00Z,-0.3100000023841858
2024-01-02T16:00:00Z,-0.1899999976158142
2024-01-02T17:00:00Z,-0.07999999821186066
2024-01-02T18:00:00Z,0.029999999329447746
2024-01-02T19:00:00Z,-0.4000000059604645
2024-01-02T20:00:00Z,-0.8199999928474426
2024-01-02T21:00:00Z,-1.25
2024-01-02T22:00:00Z,-1.340000033378601
2024-01-02T23:00:00Z,-1.4199999570846558
2024-01-03T00:00:00Z,-1.5
2024-01-03T01:00:00Z,-1.4500000476837158
2024-01-03T02:00:00Z,-1.3899999856948853
2024-01-03T03:00:00Z,-1.3300000429153442
2024-01-03T04:00:00Z,-0.949999988079071
2024-01-03T05:00:00Z,-0.5699999928474426
2024-01-03T06:00:00Z,-0.18000000715255737
