dateTime,Wind_E
2024-01-01T00:00:00Z,3.0199999809265137
2024-01-01T01:00:00Z,3.3399999141693115
2024-01-01T02:00:00Z,3.6600000858306885
2024-01-01T03:00:00Z,3.990000009536743
2024-01-01T04:00:00Z,4
2024-01-01T05:00:00Z,4.019999980926514
2024-01-01T06:00:00Z,4.03000020980835
2024-01-01T07:00:00Z,4.059999942779541
2024-01-01T08:00:00Z,4.099999904632568
2024-01-01T09:00:00Z,4.139999866485596
2024-01-01T10:00:00Z,4.130000114440918
2024-01-01T11:00:00Z,4.119999885559082
2024-01-01T12:00:00Z,4.110000133514404
2024-01-01T13:00:00Z,4.070000171661377
2024-01-01T14:00:00Z,4.03000020980835
2024-01-01T15:00:00Z,4
2024-01-01T16:00:00Z,3.7200000286102295
2024-01-01T17:00:00Z,3.430000066757202
2024-01-01T18:00:00Z,3.1500000953674316
2024-01-01T19:00:00Z,3.0299999713897705
2024-01-01T20:00:00Z,2.9100000858306885
2024-01-01T21:00:00Z,2.7899999618530273
2024-01-01T22:00:00Z,2.819999933242798
2024-01-01T23:00:00Z,2.8499999046325684
2024-01-02T00:00:00Z,2.880000114440918
2024-01-02T01:00:00Z,2.680000066757202
2024-01-02T02:00:00Z,2.4800000190734863
2024-01-02T03:00:00Z,2.2799999713897705
2024-01-02T04:00:00Z,2.359999895095825
2024-01-02T05:00:00Z,2.430000066757202
2024-01-02T06:00:00Z,2.509999990463257
2024-01-02T07:00:00Z,2.6600000858306885
2024-01-02T08:00:00Z,2.799999952316284
2024-01-02T09:00:00Z,2.940000057220459
2024-01-02T10:00:00Z,3.140000104904175
2024-01-02T11:00:00Z,3.3299999237060547
2024-01-02T12:00:00Z,3.5299999713897705
2024-01-02T13:00:00Z,3.5899999141693115
2024-01-02T14:00:00Z,3.6500000953674316
2024-01-02T15:00:00Z,3.7100000381469727
2024-01-02T16:00:00Z,3.809999942779541
2024-01-02T17:00:00Z,3.9100000858306885
2024-01-02T18:00:00Z,4.010000228881836
2024-01-02T19:00:00Z,4.380000114440918
2024-01-02T20:00:00Z,4.75
2024-01-02T21:00:00Z,5.119999885559082
2024-01-02T22:00:00Z,4.699999809265137
2024-01-02T23:00:00Z,4.269999980926514
2024-01-03T00:00:00Z,3.8499999046325684
2024-01-03T01:00:00Z,3.9000000953674316
2024-01-03T02:00:00Z,3.950000047683716
2024-01-03T03:00:00Z,3.990000009536743
2024-01-03T04:00:00Z,4.039999961853027
2024-01-03T05:00:00Z,4.090000152587891
2024-01-03T06:00:00Z,4.139999866485596
